"txn_id","account_id","txn_reference_no","txn_date","txn_type","dr_cr_flag","amount","balance_after_txn","channel_code","narration","counterparty_reference"
"TXN00000434","ACC00000069","000434","2026-03-13 06:21:59","NEFT","DR","42964.7","214614.46","BRANCH","TXN","S000434"
"TXN00000435","ACC00000069","000435","2026-03-19 06:21:59","TRANSFER","DR","21845.84","55002.95","ATM","TXN","S000435"
"TXN00000436","ACC00000069","000436","2026-04-12 06:21:59","UPI","DR","23752.06","14052.35","BRANCH","TXN","S000436"
"TXN00000437","ACC00000069","000437","2026-03-13 06:21:59","CHEQUE","CR","48196.96","-39204.72","NETBANKING","TXN","S000437"
"TXN00000438","ACC00000069","000438","2026-03-28 06:21:59","TRANSFER","DR","10146.79","406197.92","NETBANKING","TXN","S000438"
"TXN00000439","ACC00000069","000439","2026-06-04 06:21:59","CHEQUE","CR","492.93","488717.82","NETBANKING","TXN","S000439"
"TXN00000440","ACC00000070","000440","2026-06-06 06:21:59","TRANSFER","CR","20044.05","275071.6","IVR","TXN","S000440"
"TXN00000441","ACC00000070","000441","2026-03-16 06:21:59","UPI","CR","11672.1","240569.84","NETBANKING","TXN","S000441"
"TXN00000442","ACC00000070","000442","2026-03-29 06:21:59","RTGS","CR","27707.46","441082.46","NETBANKING","TXN","S000442"
"TXN00000443","ACC00000070","000443","2026-04-11 06:21:59","RTGS","DR","24789.96","196578.97","NETBANKING","TXN","S000443"
"TXN00000444","ACC00000070","000444","2026-06-08 06:21:59","NEFT","DR","14471.74","208082.24","NETBANKING","TXN","S000444"
"TXN00000445","ACC00000070","000445","2026-05-12 06:21:59","RTGS","DR","29424.17","456954.58","NETBANKING","TXN","S000445"
"TXN00000446","ACC00000070","000446","2026-05-25 06:21:59","CHEQUE","CR","36177.45","477891.85","ATM","TXN","S000446"
"TXN00000447","ACC00000071","000447","2026-05-21 06:21:59","UPI","DR","14194.62","316881.05","BRANCH","TXN","S000447"
"TXN00000448","ACC00000071","000448","2026-05-19 06:21:59","CHEQUE","DR","7900.07","5497.05","NETBANKING","TXN","S000448"
"TXN00000449","ACC00000071","000449","2026-04-08 06:21:59","TRANSFER","CR","11812.47","-24122.87","MOBILE","TXN","S000449"
"TXN00000450","ACC00000071","000450","2026-04-26 06:21:59","NEFT","CR","17916.49","46093.14","IVR","TXN","S000450"
"TXN00000451","ACC00000071","000451","2026-06-06 06:21:59","UPI","DR","16952.96","289659.61","MOBILE","TXN","S000451"
"TXN00000452","ACC00000071","000452","2026-03-31 06:21:59","RTGS","DR","24369.63","381687.19","MOBILE","TXN","S000452"
"TXN00000453","ACC00000071","000453","2026-03-31 06:21:59","TRANSFER","CR","44826.25","282359.22","MOBILE","TXN","S000453"
"TXN00000454","ACC00000071","000454","2026-06-04 06:21:59","UPI","CR","39969.45","486062.87","IVR","TXN","S000454"
"TXN00000455","ACC00000071","000455","2026-03-24 06:21:59","UPI","DR","41198.15","229018.15","BRANCH","TXN","S000455"
"TXN00000456","ACC00000071","000456","2026-03-22 06:21:59","RTGS","DR","43556.39","36367.9","ATM","TXN","S000456"
"TXN00000457","ACC00000072","000457","2026-04-07 06:21:59","UPI","CR","36654.34","34862.65","ATM","TXN","S000457"
"TXN00000458","ACC00000072","000458","2026-04-29 06:21:59","NEFT","DR","6236.88","191509.65","NETBANKING","TXN","S000458"
"TXN00000459","ACC00000072","000459","2026-06-10 06:21:59","CHEQUE","DR","41757.19","137726.04","IVR","TXN","S000459"
"TXN00000460","ACC00000072","000460","2026-05-20 06:21:59","CHEQUE","DR","13374.18","148353.87","BRANCH","TXN","S000460"
"TXN00000461","ACC00000072","000461","2026-05-22 06:21:59","NEFT","CR","39382.07","390972.77","NETBANKING","TXN","S000461"
"TXN00000462","ACC00000072","000462","2026-04-19 06:21:59","TRANSFER","CR","47596.84","387034.04","ATM","TXN","S000462"
"TXN00000463","ACC00000072","000463","2026-06-07 06:21:59","UPI","CR","7364.66","344694.15","IVR","TXN","S000463"
"TXN00000464","ACC00000072","000464","2026-06-02 06:21:59","CHEQUE","DR","16981.35","490069.71","BRANCH","TXN","S000464"
"TXN00000465","ACC00000072","000465","2026-04-16 06:21:59","UPI","DR","19723.99","313096.89","BRANCH","TXN","S000465"
"TXN00000466","ACC00000072","000466","2026-03-29 06:21:59","TRANSFER","DR","48888.88","484963.63","NETBANKING","TXN","S000466"
"TXN00000467","ACC00000073","000467","2026-03-15 06:21:59","RTGS","CR","36105.4","450076.97","MOBILE","TXN","S000467"
"TXN00000468","ACC00000073","000468","2026-05-06 06:21:59","CHEQUE","DR","35044.72","304133.64","IVR","TXN","S000468"
"TXN00000469","ACC00000073","000469","2026-03-23 06:21:59","CHEQUE","CR","34903.8","376470.18","ATM","TXN","S000469"
"TXN00000470","ACC00000073","000470","2026-05-31 06:21:59","CHEQUE","DR","26917.93","348804.28","BRANCH","TXN","S000470"
"TXN00000471","ACC00000073","000471","2026-04-05 06:21:59","TRANSFER","CR","10765.35","253482.22","IVR","TXN","S000471"
"TXN00000472","ACC00000073","000472","2026-04-28 06:21:59","TRANSFER","DR","1268.74","275876.98","BRANCH","TXN","S000472"
"TXN00000473","ACC00000073","000473","2026-05-03 06:21:59","UPI","CR","49349.04","352592.39","ATM","TXN","S000473"
"TXN00000474","ACC00000073","000474","2026-05-08 06:21:59","UPI","CR","6278.27","196805.29","IVR","TXN","S000474"
"TXN00000475","ACC00000073","000475","2026-06-10 06:21:59","NEFT","CR","17015.12","392963.16","IVR","TXN","S000475"
"TXN00000476","ACC00000074","000476","2026-04-27 06:21:59","TRANSFER","CR","14298.32","319838.59","NETBANKING","TXN","S000476"
"TXN00000477","ACC00000074","000477","2026-04-05 06:21:59","TRANSFER","DR","5350.82","270302.98","ATM","TXN","S000477"
"TXN00000478","ACC00000074","000478","2026-04-13 06:21:59","CHEQUE","DR","7413.01","405640.7","MOBILE","TXN","S000478"
"TXN00000479","ACC00000074","000479","2026-05-30 06:21:59","NEFT","DR","21301.85","211939.19","NETBANKING","TXN","S000479"
"TXN00000480","ACC00000074","000480","2026-06-01 06:21:59","CHEQUE","CR","33873.44","273531.7","IVR","TXN","S000480"
"TXN00000481","ACC00000074","000481","2026-04-21 06:21:59","CHEQUE","CR","29256.76","498081.48","NETBANKING","TXN","S000481"
"TXN00000482","ACC00000075","000482","2026-05-21 06:21:59","CHEQUE","DR","25338.72","341132.81","BRANCH","TXN","S000482"
"TXN00000483","ACC00000075","000483","2026-04-06 06:21:59","CHEQUE","DR","34754.09","210345.56","BRANCH","TXN","S000483"
"TXN00000484","ACC00000075","000484","2026-03-31 06:21:59","UPI","CR","46092.7","280880.12","NETBANKING","TXN","S000484"
"TXN00000485","ACC00000075","000485","2026-05-27 06:21:59","RTGS","DR","18542.34","-27844.82","BRANCH","TXN","S000485"
"TXN00000486","ACC00000075","000486","2026-05-26 06:21:59","RTGS","CR","15315.74","116793.05","NETBANKING","TXN","S000486"
"TXN00000487","ACC00000075","000487","2026-06-07 06:21:59","TRANSFER","DR","7192.78","181966.33","ATM","TXN","S000487"
"TXN00000488","ACC00000075","000488","2026-05-05 06:21:59","CHEQUE","DR","9235.55","-48852.84","IVR","TXN","S000488"
"TXN00000489","ACC00000075","000489","2026-04-27 06:21:59","CHEQUE","DR","43534.28","214647.04","ATM","TXN","S000489"
"TXN00000490","ACC00000075","000490","2026-03-30 06:21:59","CHEQUE","CR","45024.34","211375.15","IVR","TXN","S000490"
"TXN00000491","ACC00000076","000491","2026-05-24 06:21:59","CHEQUE","CR","38107.77","31940.43","ATM","TXN","S000491"
"TXN00000492","ACC00000076","000492","2026-05-30 06:21:59","CHEQUE","CR","19423.03","136448.84","MOBILE","TXN","S000492"
"TXN00000493","ACC00000076","000493","2026-03-17 06:21:59","UPI","CR","36822.05","426274.47","MOBILE","TXN","S000493"
"TXN00000494","ACC00000076","000494","2026-03-29 06:21:59","UPI","CR","28096.11","304152.8","MOBILE","TXN","S000494"
"TXN00000495","ACC00000076","000495","2026-05-17 06:21:59","TRANSFER","DR","47868.91","54167.73","NETBANKING","TXN","S000495"
"TXN00000496","ACC00000077","000496","2026-05-26 06:21:59","RTGS","DR","48122.6","382716.38","BRANCH","TXN","S000496"
"TXN00000497","ACC00000077","000497","2026-03-28 06:21:59","TRANSFER","CR","4323.93","283770.15","NETBANKING","TXN","S000497"
"TXN00000498","ACC00000077","000498","2026-03-27 06:21:59","UPI","DR","24624.5","136976.11","BRANCH","TXN","S000498"
"TXN00000499","ACC00000078","000499","2026-06-07 06:21:59","UPI","CR","19162.35","13054.54","MOBILE","TXN","S000499"
"TXN00000500","ACC00000078","000500","2026-04-02 06:21:59","NEFT","DR","14339.05","90554.99","MOBILE","TXN","S000500"
"TXN00000501","ACC00000078","000501","2026-05-22 06:21:59","NEFT","CR","47613.02","-17597.45","ATM","TXN","S000501"
"TXN00000502","ACC00000078","000502","2026-05-18 06:21:59","RTGS","DR","35693.7","164466.84","ATM","TXN","S000502"
"TXN00000503","ACC00000078","000503","2026-05-23 06:21:59","RTGS","CR","44661.25","156532.24","MOBILE","TXN","S000503"
"TXN00000504","ACC00000078","000504","2026-06-04 06:21:59","TRANSFER","DR","12057.19","272315.99","NETBANKING","TXN","S000504"
"TXN00000505","ACC00000078","000505","2026-04-06 06:21:59","RTGS","CR","47472.92","-16652.41","NETBANKING","TXN","S000505"
"TXN00000506","ACC00000078","000506","2026-04-01 06:21:59","UPI","CR","3366.36","174121.58","BRANCH","TXN","S000506"
"TXN00000507","ACC00000078","000507","2026-06-08 06:21:59","TRANSFER","CR","27748.36","321303.59","BRANCH","TXN","S000507"
"TXN00000508","ACC00000079","000508","2026-05-03 06:21:59","TRANSFER","CR","22354.51","61901.3","BRANCH","TXN","S000508"
"TXN00000509","ACC00000079","000509","2026-04-24 06:21:59","TRANSFER","DR","39122.98","473936.94","IVR","TXN","S000509"
"TXN00000510","ACC00000079","000510","2026-04-14 06:21:59","CHEQUE","DR","149.95","478612.94","IVR","TXN","S000510"
"TXN00000511","ACC00000079","000511","2026-05-04 06:21:59","CHEQUE","DR","127.09","100316.62","ATM","TXN","S000511"
"TXN00000512","ACC00000079","000512","2026-03-15 06:21:59","NEFT","CR","49962.17","271837.54","IVR","TXN","S000512"
"TXN00000513","ACC00000080","000513","2026-06-05 06:21:59","TRANSFER","DR","36985.23","-11535.63","MOBILE","TXN","S000513"
"TXN00000514","ACC00000080","000514","2026-04-21 06:21:59","TRANSFER","DR","41541.86","499351.69","NETBANKING","TXN","S000514"
"TXN00000515","ACC00000080","000515","2026-05-15 06:21:59","RTGS","CR","44208.19","299343.43","NETBANKING","TXN","S000515"
"TXN00000516","ACC00000080","000516","2026-05-07 06:21:59","RTGS","DR","33147.62","137896.39","NETBANKING","TXN","S000516"
"TXN00000517","ACC00000080","000517","2026-03-26 06:21:59","NEFT","CR","892.14","305543.81","MOBILE","TXN","S000517"
"TXN00000518","ACC00000080","000518","2026-03-25 06:21:59","UPI","CR","313.53","319988.52","NETBANKING","TXN","S000518"
"TXN00000519","ACC00000080","000519","2026-03-31 06:21:59","TRANSFER","CR","38147.02","-5368.17","MOBILE","TXN","S000519"
"TXN00000520","ACC00000081","000520","2026-03-17 06:21:59","RTGS","CR","33645.07","484621.47","NETBANKING","TXN","S000520"
"TXN00000521","ACC00000081","000521","2026-03-26 06:21:59","UPI","CR","19398.88","18620.13","ATM","TXN","S000521"
"TXN00000522","ACC00000081","000522","2026-05-17 06:21:59","UPI","CR","567.23","367131.55","ATM","TXN","S000522"
"TXN00000523","ACC00000082","000523","2026-05-30 06:21:59","NEFT","CR","40439.88","78841.87","NETBANKING","TXN","S000523"
"TXN00000524","ACC00000082","000524","2026-04-25 06:21:59","TRANSFER","DR","14109.74","64997.48","BRANCH","TXN","S000524"
"TXN00000525","ACC00000082","000525","2026-03-21 06:21:59","RTGS","CR","5636.23","263006.23","NETBANKING","TXN","S000525"
"TXN00000526","ACC00000082","000526","2026-05-20 06:21:59","TRANSFER","DR","33025.94","319696.55","IVR","TXN","S000526"
"TXN00000527","ACC00000082","000527","2026-03-30 06:21:59","NEFT","DR","3361.5","360285.39","BRANCH","TXN","S000527"
"TXN00000528","ACC00000082","000528","2026-05-08 06:21:59","RTGS","DR","44062.05","55518.35","MOBILE","TXN","S000528"
"TXN00000529","ACC00000083","000529","2026-03-15 06:21:59","CHEQUE","CR","197.55","302531.46","MOBILE","TXN","S000529"
"TXN00000530","ACC00000083","000530","2026-04-30 06:21:59","CHEQUE","CR","42232.64","100719.58","IVR","TXN","S000530"
"TXN00000531","ACC00000083","000531","2026-04-12 06:21:59","UPI","CR","18137.44","436091.34","BRANCH","TXN","S000531"
"TXN00000532","ACC00000083","000532","2026-06-04 06:21:59","TRANSFER","CR","45927.74","196873.82","MOBILE","TXN","S000532"
"TXN00000533","ACC00000083","000533","2026-04-21 06:21:59","TRANSFER","DR","16801.82","394220.1","BRANCH","TXN","S000533"
"TXN00000534","ACC00000083","000534","2026-03-14 06:21:59","NEFT","CR","47893.01","58282.25","ATM","TXN","S000534"
"TXN00000535","ACC00000083","000535","2026-05-02 06:21:59","UPI","DR","31337.13","-34669.99","NETBANKING","TXN","S000535"
"TXN00000536","ACC00000084","000536","2026-03-27 06:21:59","NEFT","CR","42041.33","9312.36","BRANCH","TXN","S000536"
"TXN00000537","ACC00000084","000537","2026-04-28 06:21:59","TRANSFER","DR","41099.53","386761.12","MOBILE","TXN","S000537"
"TXN00000538","ACC00000084","000538","2026-03-26 06:21:59","CHEQUE","CR","38228.52","268413.96","MOBILE","TXN","S000538"
"TXN00000539","ACC00000085","000539","2026-06-06 06:21:59","UPI","CR","15732.64","380455.43","MOBILE","TXN","S000539"
"TXN00000540","ACC00000085","000540","2026-04-15 06:21:59","CHEQUE","DR","15143.41","-13815.36","MOBILE","TXN","S000540"
"TXN00000541","ACC00000085","000541","2026-03-31 06:21:59","CHEQUE","DR","14816.35","170925.68","IVR","TXN","S000541"
"TXN00000542","ACC00000086","000542","2026-05-12 06:21:59","CHEQUE","DR","22725.22","387340.57","IVR","TXN","S000542"
"TXN00000543","ACC00000086","000543","2026-03-23 06:21:59","UPI","DR","17046.86","199742.22","ATM","TXN","S000543"
"TXN00000544","ACC00000086","000544","2026-03-27 06:21:59","UPI","DR","5489.53","277346.31","MOBILE","TXN","S000544"
"TXN00000545","ACC00000086","000545","2026-03-27 06:21:59","NEFT","DR","45228.06","300550.05","ATM","TXN","S000545"
"TXN00000546","ACC00000086","000546","2026-04-26 06:21:59","TRANSFER","CR","24121.83","194543.37","BRANCH","TXN","S000546"
"TXN00000547","ACC00000086","000547","2026-05-24 06:21:59","RTGS","DR","3118.51","271487.26","IVR","TXN","S000547"
"TXN00000548","ACC00000086","000548","2026-03-19 06:21:59","TRANSFER","CR","15628.29","376522.62","BRANCH","TXN","S000548"
"TXN00000549","ACC00000086","000549","2026-04-11 06:21:59","RTGS","CR","30206.14","152856.5","MOBILE","TXN","S000549"
"TXN00000550","ACC00000086","000550","2026-04-05 06:21:59","TRANSFER","DR","2960.15","400551.08","IVR","TXN","S000550"
"TXN00000551","ACC00000087","000551","2026-04-17 06:21:59","NEFT","CR","9850.82","302305.14","BRANCH","TXN","S000551"
"TXN00000552","ACC00000087","000552","2026-06-02 06:21:59","CHEQUE","CR","9548.84","332129.87","NETBANKING","TXN","S000552"
"TXN00000553","ACC00000087","000553","2026-03-26 06:21:59","TRANSFER","CR","42615.23","479685.69","IVR","TXN","S000553"
"TXN00000554","ACC00000088","000554","2026-04-18 06:21:59","CHEQUE","CR","8197.77","431858.01","MOBILE","TXN","S000554"
"TXN00000555","ACC00000088","000555","2026-04-08 06:21:59","NEFT","DR","46005.68","331271.31","NETBANKING","TXN","S000555"
"TXN00000556","ACC00000088","000556","2026-03-23 06:21:59","RTGS","DR","12027.05","393999.22","NETBANKING","TXN","S000556"
"TXN00000557","ACC00000088","000557","2026-05-15 06:21:59","UPI","CR","9293.8","149549.43","MOBILE","TXN","S000557"
"TXN00000558","ACC00000088","000558","2026-04-26 06:21:59","NEFT","DR","27779.11","109816.92","BRANCH","TXN","S000558"
"TXN00000559","ACC00000088","000559","2026-03-22 06:21:59","UPI","CR","2290.85","59517.58","ATM","TXN","S000559"
"TXN00000560","ACC00000088","000560","2026-05-19 06:21:59","NEFT","DR","44280.57","136899.62","IVR","TXN","S000560"
"TXN00000561","ACC00000089","000561","2026-05-19 06:21:59","RTGS","DR","1172.45","450856.92","MOBILE","TXN","S000561"
"TXN00000562","ACC00000089","000562","2026-03-16 06:21:59","UPI","DR","19008.25","136110.8","BRANCH","TXN","S000562"
"TXN00000563","ACC00000089","000563","2026-05-02 06:21:59","RTGS","CR","12083.48","313499.79","IVR","TXN","S000563"
"TXN00000564","ACC00000089","000564","2026-03-23 06:21:59","UPI","CR","43931.55","15171.33","BRANCH","TXN","S000564"
"TXN00000565","ACC00000089","000565","2026-05-17 06:21:59","RTGS","DR","26674.48","124873.39","NETBANKING","TXN","S000565"
"TXN00000566","ACC00000089","000566","2026-03-21 06:21:59","TRANSFER","DR","46058.58","273029.23","IVR","TXN","S000566"
"TXN00000567","ACC00000090","000567","2026-05-22 06:21:59","RTGS","CR","12433.87","430068.32","IVR","TXN","S000567"
"TXN00000568","ACC00000090","000568","2026-03-28 06:21:59","UPI","CR","10540.95","381565.87","IVR","TXN","S000568"
"TXN00000569","ACC00000090","000569","2026-06-02 06:21:59","TRANSFER","DR","25479.83","155846.35","IVR","TXN","S000569"
"TXN00000570","ACC00000090","000570","2026-04-12 06:21:59","RTGS","DR","16158.97","239011.62","NETBANKING","TXN","S000570"
"TXN00000571","ACC00000090","000571","2026-04-08 06:21:59","CHEQUE","CR","13489.94","300958.08","IVR","TXN","S000571"
"TXN00000572","ACC00000090","000572","2026-03-19 06:21:59","NEFT","DR","10439.26","198644.04","BRANCH","TXN","S000572"
"TXN00000573","ACC00000090","000573","2026-04-21 06:21:59","CHEQUE","DR","15369.35","264253.71","ATM","TXN","S000573"
"TXN00000574","ACC00000091","000574","2026-04-01 06:21:59","UPI","DR","6803.08","112276.41","IVR","TXN","S000574"
"TXN00000575","ACC00000091","000575","2026-04-26 06:21:59","CHEQUE","DR","29239.72","231744.15","ATM","TXN","S000575"
"TXN00000576","ACC00000091","000576","2026-04-17 06:21:59","CHEQUE","CR","23430.79","152131.57","NETBANKING","TXN","S000576"
"TXN00000577","ACC00000091","000577","2026-05-01 06:21:59","NEFT","CR","19180.31","192928.67","ATM","TXN","S000577"
"TXN00000578","ACC00000091","000578","2026-03-20 06:21:59","UPI","DR","18018.74","111984.8","IVR","TXN","S000578"
"TXN00000579","ACC00000091","000579","2026-04-06 06:21:59","NEFT","DR","39315.08","4125.01","MOBILE","TXN","S000579"
"TXN00000580","ACC00000091","000580","2026-04-25 06:21:59","RTGS","DR","27346.7","58155.48","ATM","TXN","S000580"
"TXN00000581","ACC00000092","000581","2026-05-03 06:21:59","TRANSFER","CR","9613.06","498897.64","IVR","TXN","S000581"
"TXN00000582","ACC00000092","000582","2026-05-08 06:21:59","RTGS","DR","38526.8","402269.87","NETBANKING","TXN","S000582"
"TXN00000583","ACC00000092","000583","2026-04-20 06:21:59","TRANSFER","DR","23653.0","494101.04","BRANCH","TXN","S000583"
"TXN00000584","ACC00000092","000584","2026-04-21 06:21:59","NEFT","DR","11423.62","210941.04","IVR","TXN","S000584"
"TXN00000585","ACC00000092","000585","2026-03-27 06:21:59","CHEQUE","CR","36153.27","137362.76","MOBILE","TXN","S000585"
"TXN00000586","ACC00000092","000586","2026-05-01 06:21:59","CHEQUE","DR","21496.77","65271.61","NETBANKING","TXN","S000586"
"TXN00000587","ACC00000092","000587","2026-03-31 06:21:59","TRANSFER","DR","18797.54","430562.62","ATM","TXN","S000587"
"TXN00000588","ACC00000093","000588","2026-04-08 06:21:59","CHEQUE","CR","17057.13","184145.64","NETBANKING","TXN","S000588"
"TXN00000589","ACC00000093","000589","2026-03-14 06:21:59","UPI","CR","16371.37","262167.59","MOBILE","TXN","S000589"
"TXN00000590","ACC00000093","000590","2026-05-24 06:21:59","RTGS","DR","48864.44","262504.99","IVR","TXN","S000590"
"TXN00000591","ACC00000094","000591","2026-04-23 06:21:59","UPI","DR","47439.76","243969.82","BRANCH","TXN","S000591"
"TXN00000592","ACC00000094","000592","2026-04-11 06:21:59","CHEQUE","DR","16509.18","301451.82","ATM","TXN","S000592"
"TXN00000593","ACC00000094","000593","2026-05-30 06:21:59","TRANSFER","DR","5305.23","47699.85","IVR","TXN","S000593"
"TXN00000594","ACC00000094","000594","2026-04-09 06:21:59","UPI","DR","9415.94","451239.92","NETBANKING","TXN","S000594"
"TXN00000595","ACC00000094","000595","2026-05-05 06:21:59","TRANSFER","DR","11728.67","-11511.31","MOBILE","TXN","S000595"
"TXN00000596","ACC00000094","000596","2026-04-24 06:21:59","CHEQUE","DR","8674.1","165107.9","MOBILE","TXN","S000596"
"TXN00000597","ACC00000094","000597","2026-05-25 06:21:59","UPI","CR","23964.73","163946.09","BRANCH","TXN","S000597"
"TXN00000598","ACC00000094","000598","2026-05-25 06:21:59","CHEQUE","DR","15556.88","37329.69","IVR","TXN","S000598"
"TXN00000599","ACC00000094","000599","2026-05-02 06:21:59","CHEQUE","DR","25173.5","101492.54","MOBILE","TXN","S000599"
"TXN00000600","ACC00000095","000600","2026-04-14 06:21:59","TRANSFER","DR","41246.67","394161.21","IVR","TXN","S000600"
"TXN00000601","ACC00000095","000601","2026-04-29 06:21:59","TRANSFER","CR","23064.21","-28503.37","MOBILE","TXN","S000601"
"TXN00000602","ACC00000095","000602","2026-05-05 06:21:59","RTGS","CR","17404.41","165099.7","BRANCH","TXN","S000602"
"TXN00000603","ACC00000095","000603","2026-04-18 06:21:59","TRANSFER","DR","9060.95","353284.17","NETBANKING","TXN","S000603"
"TXN00000604","ACC00000095","000604","2026-04-22 06:21:59","UPI","DR","34956.25","166453.22","MOBILE","TXN","S000604"
"TXN00000605","ACC00000096","000605","2026-05-21 06:21:59","TRANSFER","CR","44139.54","110539.27","MOBILE","TXN","S000605"
"TXN00000606","ACC00000096","000606","2026-03-13 06:21:59","CHEQUE","DR","45445.95","495814.35","IVR","TXN","S000606"
"TXN00000607","ACC00000096","000607","2026-05-26 06:21:59","UPI","CR","3919.03","227417.16","ATM","TXN","S000607"
"TXN00000608","ACC00000096","000608","2026-04-19 06:21:59","NEFT","CR","8325.47","228335.51","NETBANKING","TXN","S000608"
"TXN00000609","ACC00000096","000609","2026-06-07 06:21:59","CHEQUE","DR","31979.44","159635.56","NETBANKING","TXN","S000609"
"TXN00000610","ACC00000096","000610","2026-05-17 06:21:59","RTGS","CR","1984.96","13075.49","BRANCH","TXN","S000610"
"TXN00000611","ACC00000097","000611","2026-03-17 06:21:59","UPI","CR","24289.49","-4598.25","BRANCH","TXN","S000611"
"TXN00000612","ACC00000097","000612","2026-04-15 06:21:59","RTGS","DR","23592.31","412859.39","BRANCH","TXN","S000612"
"TXN00000613","ACC00000097","000613","2026-06-08 06:21:59","UPI","DR","8944.11","244059.61","NETBANKING","TXN","S000613"
"TXN00000614","ACC00000097","000614","2026-05-20 06:21:59","UPI","DR","33602.47","322560.73","BRANCH","TXN","S000614"
"TXN00000615","ACC00000097","000615","2026-04-15 06:21:59","UPI","CR","8979.22","440978.24","IVR","TXN","S000615"
"TXN00000616","ACC00000097","000616","2026-05-14 06:21:59","TRANSFER","CR","34867.44","302556.7","MOBILE","TXN","S000616"
"TXN00000617","ACC00000097","000617","2026-04-22 06:21:59","TRANSFER","CR","22254.94","-47433.85","NETBANKING","TXN","S000617"
"TXN00000618","ACC00000097","000618","2026-05-16 06:21:59","NEFT","DR","18794.77","59992.13","MOBILE","TXN","S000618"
"TXN00000619","ACC00000098","000619","2026-06-07 06:21:59","NEFT","DR","16922.12","323977.74","MOBILE","TXN","S000619"
"TXN00000620","ACC00000098","000620","2026-05-13 06:21:59","NEFT","DR","39866.52","348206.32","MOBILE","TXN","S000620"
"TXN00000621","ACC00000098","000621","2026-04-18 06:21:59","RTGS","DR","40799.65","259129.76","BRANCH","TXN","S000621"
"TXN00000622","ACC00000098","000622","2026-03-23 06:21:59","CHEQUE","DR","46722.94","466407.78","MOBILE","TXN","S000622"
"TXN00000623","ACC00000098","000623","2026-05-12 06:21:59","RTGS","DR","5383.68","45491.86","NETBANKING","TXN","S000623"
"TXN00000624","ACC00000098","000624","2026-03-19 06:21:59","NEFT","CR","697.87","202326.76","MOBILE","TXN","S000624"
"TXN00000625","ACC00000098","000625","2026-03-18 06:21:59","RTGS","CR","32532.26","-25833.58","BRANCH","TXN","S000625"
"TXN00000626","ACC00000098","000626","2026-04-19 06:21:59","CHEQUE","CR","38400.5","490706.37","MOBILE","TXN","S000626"
"TXN00000627","ACC00000098","000627","2026-04-03 06:21:59","UPI","DR","12671.81","279926.93","NETBANKING","TXN","S000627"
"TXN00000628","ACC00000099","000628","2026-04-29 06:21:59","RTGS","DR","31804.14","487911.84","NETBANKING","TXN","S000628"
"TXN00000629","ACC00000099","000629","2026-06-02 06:21:59","TRANSFER","CR","980.68","196901.36","IVR","TXN","S000629"
"TXN00000630","ACC00000099","000630","2026-03-21 06:21:59","UPI","DR","25220.66","77933.25","IVR","TXN","S000630"
"TXN00000631","ACC00000099","000631","2026-05-26 06:21:59","CHEQUE","CR","11896.18","366485.16","IVR","TXN","S000631"
"TXN00000632","ACC00000099","000632","2026-05-31 06:21:59","CHEQUE","DR","6964.02","113138.1","BRANCH","TXN","S000632"
"TXN00000633","ACC00000100","000633","2026-05-15 06:21:59","TRANSFER","DR","11979.39","493703.26","NETBANKING","TXN","S000633"
"TXN00000634","ACC00000100","000634","2026-04-29 06:21:59","UPI","DR","13978.51","236480.07","NETBANKING","TXN","S000634"
"TXN00000635","ACC00000100","000635","2026-03-20 06:21:59","NEFT","CR","37552.49","415814.17","ATM","TXN","S000635"
"TXN00000636","ACC00000100","000636","2026-04-28 06:21:59","UPI","DR","10370.29","448647.63","BRANCH","TXN","S000636"
"TXN00000637","ACC00000100","000637","2026-03-15 06:21:59","CHEQUE","DR","30442.35","236809.56","BRANCH","TXN","S000637"
"TXN00000638","ACC00000100","000638","2026-04-15 06:21:59","CHEQUE","DR","3324.38","-11508.29","BRANCH","TXN","S000638"
"TXN00000639","ACC00000100","000639","2026-06-04 06:21:59","NEFT","DR","46919.9","467.67","IVR","TXN","S000639"
"TXN00000640","ACC00000100","000640","2026-04-01 06:21:59","UPI","DR","11891.88","184431.9","NETBANKING","TXN","S000640"
"TXN00000641","ACC00000100","000641","2026-05-02 06:21:59","NEFT","DR","36111.52","183209.23","IVR","TXN","S000641"
"TXN00000642","ACC00000101","000642","2026-05-03 06:21:59","NEFT","CR","28863.45","99523.43","NETBANKING","TXN","S000642"
"TXN00000643","ACC00000101","000643","2026-05-31 06:21:59","NEFT","CR","19972.4","208892.42","NETBANKING","TXN","S000643"
"TXN00000644","ACC00000101","000644","2026-04-07 06:21:59","CHEQUE","CR","38040.19","-39103.91","NETBANKING","TXN","S000644"
"TXN00000645","ACC00000101","000645","2026-04-17 06:21:59","RTGS","DR","37967.03","277350.85","BRANCH","TXN","S000645"
"TXN00000646","ACC00000101","000646","2026-04-01 06:21:59","CHEQUE","DR","12938.86","118216.01","ATM","TXN","S000646"
"TXN00000647","ACC00000101","000647","2026-04-23 06:21:59","NEFT","CR","3689.79","343174.85","BRANCH","TXN","S000647"
"TXN00000648","ACC00000102","000648","2026-05-17 06:21:59","TRANSFER","DR","740.43","351702.75","ATM","TXN","S000648"
"TXN00000649","ACC00000102","000649","2026-04-09 06:21:59","CHEQUE","CR","46291.98","483770.95","ATM","TXN","S000649"
